Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Press,PresSucc,Press%,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkShSv,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc%,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec%,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
1088,Sasa Kalajdzic,AUT,FW,Stuttgart,Bundesliga,25,1997,3,3,233,2.6,0,1.92,0.38,20,0,0,10,0,0,0,15.4,25,61.5,260,67.3,9.23,13.5,68.6,3.08,6.15,50,2.31,3.46,66.7,1.15,2.31,1.15,0,0,1.92,25,23.8,1.15,0,0.38,7.31,0.77,0,0,0,0,0,13.8,5.77,5.38,4.62,13.1,3.85,0,0.77,15.4,0,0.38,1.54,1.54,3.08,2.69,0,0,0,0.38,0,1.15,1.15,0,0,0,0,0,0.77,0.38,0,0.38,0.38,0,0,0,0,11.2,2.69,24.1,0.77,5.77,4.62,1.15,0.38,0,0.77,0,0.77,0,0,33.1,0,1.15,18.8,15.4,6.92,31.9,0,0,0,0,0,18.5,70.4,21.2,1.15,0.38,0.38,2.69,1.15,35.4,26.5,75,7.69,0.38,0,0,2.31,0.77,0,0,0.38,0,0,0,3.08,3.85,5.38,41.7
1089,Sasa Kalajdzic,AUT,FW,Wolves,Premier League,25,1997,1,1,45,0.5,0,2,0,0,0,0,5,0,0,0,4,8,50,74,0,2,6,33.3,2,2,100,0,0,0,0,0,0,0,0,0,8,8,0,0,0,2,0,0,0,0,0,0,2,6,0,0,6,2,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,37.5,2,6,8,0,0,0,0,2,2,0,0,14,0,4,2,8,4,14,0,0,0,0,0,4,32,0,0,0,0,0,0,36,8,22.2,2,0,0,0,0,2,0,0,0,0,0,0,2,2,4,33.3
1090,Arnaud Kalimuendo,FRA,FW,Rennes,Ligue 1,20,2002,7,5,383,4.3,0.23,1.63,0.93,57.1,0.14,0.25,14,0,0,0,16,20.9,76.7,226,42.3,10.9,13.7,79.7,3.95,4.42,89.5,0.7,0.93,75,0.23,0.7,0.23,1.16,0.23,1.4,20.9,19.3,1.63,0,0,5.35,0.23,0.93,0,0,0,0,16.3,3.02,1.63,3.72,14.9,0.7,0.47,0.93,16,0,0,0.93,1.63,1.4,1.16,0,0,0.23,0,0,0.23,0.23,0,0,0,0,0,0.47,0,0.23,0.23,0,0,0,0,0,13.3,3.02,22.8,0.23,5.12,7.91,1.4,0.23,0,1.16,0.23,0.7,0,0,33,0.23,2.33,12.3,20.2,6.05,31.4,0.23,1.16,20,0.23,0,21.2,85.8,41.2,2.79,0.93,1.16,3.02,2.79,40.5,25.3,62.6,11.6,0,0,0,1.4,0.93,0.7,0.93,0,0,0,0,3.02,0.47,4.65,9.1
1091,Yayah Kallon,SLE,FWMF,Hellas Verona,Serie A,21,2001,7,0,168,1.9,0.53,3.68,1.05,28.6,0.14,0.5,20.8,0,0,0,17.4,25.8,67.3,294.7,76.3,8.95,10.5,85,6.32,10.5,60,1.58,2.63,60,0,1.05,1.58,2.11,0.53,3.68,25.8,24.7,1.05,0,0,5.26,0,1.58,0,0,0,0,18.4,4.21,3.16,21.1,1.58,0.53,1.05,0,17.4,0,1.58,2.11,2.11,3.68,3.68,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,1.05,0,0.53,1.58,3.16,50,1.58,18.4,5.79,31.4,3.68,6.32,8.42,1.58,0,0,1.58,2.11,3.68,0,0,44.7,0,4.21,13.7,30.5,8.42,43.7,1.05,2.11,50,1.05,0,34.2,283.7,187.9,7.89,3.16,2.11,3.68,3.68,38.9,28.4,73,9.47,0,0,0,2.63,2.11,1.58,1.58,0,0,0,0,9.47,1.58,5.79,21.4
1092,Felix Kalu Nmecha,GER,MF,Wolfsburg,Bundesliga,22,2000,9,2,353,3.9,0,1.79,0.51,28.6,0,0,14.6,0,0,0,22.3,28.2,79.1,371.8,89,10.8,12.8,84,7.18,8.46,84.8,3.08,4.62,66.7,0,0.26,2.82,0.51,0,3.59,28.2,27.9,0.26,0.26,0,5.64,0.26,0,0,0,0,0,20.3,3.33,4.62,2.56,23.1,1.54,0,0,22.3,0,0.77,1.03,0.51,2.31,0.77,0,0.26,0.51,0.51,0.26,0.26,0,0,0,0,0.26,0,1.28,1.03,0,1.03,0.26,0.26,1.03,25,0.77,18.2,6.41,35.2,4.36,8.97,4.87,0.77,0.26,0,0.51,0.77,2.05,1.28,0,39.2,1.03,4.87,26.9,9.49,1.54,39,0.77,1.03,75,1.03,0,26.4,109,66.7,4.62,0.77,0.26,1.79,0.51,34.9,28.5,81.6,4.62,0.26,0,0,1.28,2.82,0,0,1.03,0.26,0,0,5.13,1.79,1.54,53.8
1093,Gedeon Kalulu,COD,DF,Lorient,Ligue 1,25,1997,9,9,810,9,0,0.22,0,0,0,0,24.5,0,0,0,34.6,44.3,77.9,611.4,258.8,16.6,18.3,90.3,13.8,17.3,79.5,3.67,7.22,50.8,0.33,1.11,1.78,0.67,0.11,2.78,44.3,36.8,7.56,1.44,0,6.33,1.11,0.67,0,0,0,0,28.2,6.67,9.44,2.89,33.8,1.22,6.11,0,34.6,0.11,0.67,1.22,1.11,1.44,1.22,0,0.11,0,0.11,0,0.33,0.33,0,0,0,0,0,2.89,1.33,2.11,0.67,0.11,0.89,1.78,50,0.89,12.1,3,24.8,7.78,3,1.33,1.33,0.22,0,1.11,1.56,4.44,3,0,55.7,6,24,25.7,9.44,1.33,48.4,0.67,1,66.7,0.67,0,33.8,204.3,102.4,4,1.33,0.33,0.89,1,33,31.8,96.3,1.89,0.22,0,0,1.33,0.78,0,0.67,1.33,0,0,0,5.89,1.33,0.89,60
1094,Pierre Kalulu,FRA,DF,Milan,Serie A,22,2000,11,7,784,8.7,0,0.69,0.11,16.7,0,0,5.9,0,0,0,48.9,54.8,89.1,1048.5,328.9,13.1,14.3,91.9,26.6,28.9,92,8.74,11,79.2,0,0.11,1.84,0,0,2.76,54.8,49.4,5.4,2.07,0,3.56,0.69,0.57,0,0,0,0,43.3,4.48,7.01,5.86,43.6,1.84,3.22,0.11,48.9,0.11,0.69,0.57,0.46,0.69,0.46,0.11,0,0.11,0,0,0,0,0,0,0,0,0,1.26,0.8,0.57,0.57,0.11,0.46,0.8,57.1,0.34,13.2,5.17,39.1,5.29,7.36,0.57,2.76,0.92,0,1.84,1.72,2.99,2.76,0,64.4,4.25,32.8,33.6,4.37,1.03,59.3,0.23,0.57,40,0.34,0,41.5,240.3,121.7,2.41,0.8,0,0.34,0,41.5,40.7,98.1,0.57,0,0,0,1.15,0.92,0,0.57,0.8,0,0,0,8.97,1.49,1.72,46.4
1095,Daichi Kamada,JPN,MFFW,Eint Frankfurt,Bundesliga,26,1996,10,8,698,7.8,0.77,1.92,0.9,46.7,0.27,0.57,15.1,0.38,0.26,0.26,35.6,44.6,79.9,641.2,164.4,16.3,18.2,89.4,14.9,17.3,85.9,3.59,6.92,51.9,0.26,1.54,3.33,0.77,0.13,3.59,44.6,41.5,3.08,0.9,0.38,5.64,1.41,0.77,1.79,1.03,0.51,0,32.6,5,7.05,5.9,35.3,2.18,0.13,0.64,35.6,0.26,0.77,1.54,1.79,2.95,2.05,0.38,0.13,0.13,0.26,0,0.9,0.51,0.13,0,0.13,0.13,0,2.18,1.03,0.51,1.28,0.38,1.15,2.31,50,1.15,15,4.62,30.8,2.95,8.72,3.33,0.9,0.13,0,0.77,1.03,3.21,0.9,0,56.7,0.64,8.46,34.1,17.6,3.72,53.2,0.77,1.79,42.9,0.9,0.13,36.5,184.1,102.8,4.49,1.28,0.51,2.31,1.03,45.1,39.5,87.5,5,0.13,0,0,1.67,1.79,0.51,0.77,1.03,0,0,0,7.82,0.9,1.79,33.3
1096,Bingourou Kamara,SEN,GK,Montpellier,Ligue 1,26,1996,3,2,228,2.5,0,0,0,0,0,0,0,0,0,0,23.6,31.6,74.7,628.8,434,6.4,6.4,100,10,10,100,7.2,15.2,47.4,0,0,0.4,0,0,0,31.6,20.8,10.8,2.4,0,4.8,0,0,0,0,0,0,19.6,1.2,10.8,1.6,26.8,0,0,2.8,23.6,0,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,0,0,34,30,34,0,0,0,23.2,0,0,0,0,0,14.8,48.8,20.4,0,0,0,0,0,15.6,15.6,100,0,0.4,0,0,0.4,0,0,0,0,0,0.4,0,2.8,0,0,0
1097,Boubacar Kamara,FRA,MF,Aston Villa,Premier League,22,1999,7,7,566,6.3,0,0.16,0,0,0,0,32,0,0,0,46.2,54,85.6,853.5,190.6,19.2,21.3,90.3,18.4,20,92.1,6.98,9.68,72.1,0,0.16,3.65,0.16,0,2.86,54,52.1,1.9,1.75,0,7.94,1.75,0,0,0,0,0,39,5.24,9.68,7.14,41.4,3.17,0,0.16,46.2,0,0.95,0.95,0.79,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,4.13,2.38,1.75,2.06,0.32,1.27,2.7,47.1,1.43,20.6,7.94,38.5,8.57,9.84,2.22,2.54,0.95,0,1.59,1.9,6.03,1.43,0,66.2,4.76,19.5,41.6,7.3,0.32,64.3,0.32,0.79,40,0.32,0,40.3,155.6,66.7,2.7,0.79,0,0.95,0.79,43,40.8,94.8,0.48,0.16,0,0,3.02,1.43,0,0,2.38,0,0,0,10.8,2.22,1.27,63.6
1098,Jakub Kami?ski,POL,MFFW,Wolfsburg,Bundesliga,20,2002,9,6,479,5.3,0,1.32,0.19,14.3,0,0,13.2,0,0,0,18.5,27.5,67.1,278.3,82.1,10.4,14.2,73.3,6.6,9.25,71.4,0.94,2.08,45.5,0.19,1.32,0.75,1.51,0.19,2.26,27.5,26.4,1.13,0,0,5.28,0.19,1.51,0,0,0,0,19.2,4.34,3.96,2.83,22.6,0.57,1.13,0.19,18.5,0,0.75,1.7,1.51,2.64,2.45,0,0.19,0,0,0,0.75,0.75,0,0,0,0,0,1.7,0.94,0.57,0.94,0.19,0.19,0.94,20,0.75,16.6,5.47,33,4.34,7.74,4.53,2.08,0,0,2.08,0.94,2.64,0.19,0,40,0.75,6.42,16.4,19.8,4.34,38.9,1.13,2.83,40,1.32,0,29.6,134.5,74.3,3.77,0.94,1.32,2.45,1.89,35.5,25.7,72.3,7.74,0,0,0,0.75,0.75,0,1.51,0.94,0,0,0,6.98,0.38,2.64,12.5
1099,Marcin Kami?ski,POL,DF,Schalke 04,Bundesliga,30,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,15,19,78.9,311,136,9,9,100,2,3,66.7,4,7,57.1,0,0,0,0,0,0,19,16,3,2,0,7,1,0,0,0,0,0,10,0,9,14,4,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,100,1,4,0,2,2,1,0,6,6,4,0,32,10,20,13,0,0,29,0,0,0,0,0,9,57,13,0,0,0,0,0,9,9,100,0,0,0,0,0,1,0,0,0,0,0,0,6,0,2,0
1100,Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,32,1990,11,7,564,6.3,0,0.63,0,0,0,0,24.3,0,0,0,59.2,66,89.7,1100.2,233.8,24.4,25.9,94.5,26.8,29.7,90.4,6.98,8.41,83,0,0.48,4.6,0.32,0,3.33,66,63.7,2.38,2.06,0.16,7.62,0.95,0.16,0,0,0,0,55.2,3.65,7.14,7.46,55.2,2.06,0.32,0.16,59.2,0.16,1.11,0.48,1.11,1.75,1.75,0,0,0,0,0,0.16,0.16,0,0,0,0,0,1.75,1.11,0.63,0.95,0.16,0.48,1.9,25,1.43,12.1,5.08,42.1,2.7,6.98,2.38,2.06,0.79,0.16,1.27,1.43,3.17,0.32,0,73.3,2.06,16.7,50.6,11,0.16,71,0.32,0.32,100,0.32,0,54.8,311.3,151,5.56,0.79,0,0.63,0.32,56.5,54.3,96.1,0.79,0.48,0,0,1.43,0.63,0,0.16,1.11,0,0,0,10.5,0.79,1.59,33.3
1101,Nordine Kandil,FRA,MFFW,Strasbourg,Ligue 1,20,2001,3,0,39,0.4,0,2.5,0,0,0,0,22,0,0,0,37.5,60,62.5,515,147.5,22.5,35,64.3,15,22.5,66.7,0,2.5,0,0,0,2.5,2.5,0,5,60,60,0,0,0,15,0,0,0,0,0,0,42.5,7.5,10,45,7.5,0,0,0,37.5,0,5,2.5,0,5,2.5,0,0,0,2.5,0,0,0,0,0,0,0,0,7.5,7.5,2.5,2.5,2.5,0,0,0,0,32.5,15,46.2,10,15,7.5,2.5,0,0,2.5,2.5,10,0,0,82.5,2.5,7.5,42.5,37.5,2.5,82.5,5,10,50,5,0,65,472.5,207.5,15,5,0,2.5,2.5,52.5,50,95.2,7.5,0,0,0,2.5,5,0,0,7.5,0,0,0,17.5,7.5,0,100
1102,Harry Kane,ENG,FW,Tottenham,Premier League,29,1993,12,12,1065,11.8,0.85,3.73,1.69,45.5,0.18,0.4,16.4,0,0.17,0.25,17.2,23.9,72,364.1,123.7,7.03,8.73,80.6,6.61,8.98,73.6,3.31,4.41,75,0.08,1.69,3.05,1.44,0.34,3.98,23.9,21.9,2.03,0.34,0.59,5.42,1.19,1.19,0,0,0,0,13.9,5,5,2.12,18.4,1.27,0.59,0.17,17.2,0.34,0.34,1.36,1.44,3.64,2.63,0,0.34,0.17,0.34,0.17,0.25,0.17,0,0,0,0.08,0,0.59,0.59,0.17,0.34,0.08,0.08,0.42,20,0.34,8.64,2.8,32.4,0.76,3.39,4.49,0.68,0.25,0,0.42,0.08,0.68,0.42,0,37.1,0.76,2.63,20.1,16.4,5.17,35.1,1.36,2.97,45.7,1.44,0.34,25,130.5,70.8,4.49,1.1,0.59,2.29,2.12,42,28.9,68.8,7.12,0.25,0,0,1.02,1.53,0.25,1.19,0.59,0.08,0,0,3.64,2.37,3.56,40
1103,Wilfried Kanga,CIV,FW,Hertha BSC,Bundesliga,24,1998,10,8,722,8,0.13,2.25,0.88,38.9,0.06,0.14,10.3,0,0,0,9.88,14.4,68.7,136.8,21.8,5.13,7.25,70.7,3.38,4.88,69.2,0.25,0.63,40,0,1.88,0.63,0.25,0.25,0.13,14.4,13.1,1.25,0,0.13,5,0.13,0.75,0,0,0,0,7.75,2.13,4.5,2.75,7.25,0.88,0,0.38,9.88,0,0.38,0.13,0.5,2.86,2.13,0,0.13,0.13,0.13,0,0.13,0.13,0,0,0,0,0,0.38,0.25,0.13,0.13,0.13,0.13,0.25,50,0.13,11.5,2.88,25,0.5,4.13,6.88,1.13,0.25,0,0.88,0,0.38,0.75,0,23.6,1,1.88,8.25,14.1,5.13,22.4,0.25,0.88,28.6,0.25,0.13,11,43.4,18.5,1.38,0.13,0.75,2.5,0.63,27.3,16.8,61.5,6,0.13,0,0,1,0.75,0.88,0.75,0.25,0,0,0,2.25,3.88,4,49.2
1104,Lee Kangin,KOR,FWMF,Mallorca,La Liga,21,2001,11,10,862,9.6,0.21,1.88,0.63,33.3,0.11,0.33,19.4,0.21,0,0,23.3,32.7,71.3,439.6,134.8,10.7,13.1,81.7,7.5,9.06,82.8,3.96,8.23,48.1,0.31,2.19,1.67,1.04,0.31,2.4,32.7,26.8,5.94,1.88,0.21,4.38,3.13,1.98,3.23,0.73,1.56,0.52,20.7,3.75,8.23,28.1,2.92,1.25,0.1,0.21,23.3,0.1,0.52,1.15,1.35,3.44,1.56,1.25,0.31,0.21,0.1,0,0.42,0.1,0.21,0.1,0,0,0,1.35,0.73,0.31,0.73,0.31,0.52,1.88,27.8,1.35,15.3,2.29,15,3.44,7.81,4.06,1.04,0.1,0,0.94,0.42,1.77,0.31,0,43.2,0.31,6.04,22.6,17.8,1.77,37.3,1.56,2.29,68.2,1.67,0.1,28.9,139.3,74.8,4.06,1.56,0.42,1.67,1.77,34.8,29.5,84.7,3.96,0.21,0,0,1.88,1.98,0,1.98,0.73,0,0,0,4.06,0.21,2.6,7.4
1105,N'Golo Kanté,FRA,MF,Chelsea,Premier League,31,1991,2,2,174,1.9,0,1.05,0.53,50,0,0,21.8,0,0,0,54.7,63.2,86.7,973.2,143.2,25.3,26.8,94.1,21.6,24.7,87.2,6.84,8.95,76.5,0,1.58,5.26,1.58,0.53,2.63,63.2,63.2,0,0,0,7.89,1.58,1.05,0,0,0,0,51.1,6.84,5.26,8.42,53.2,1.05,0,0,54.7,0,1.58,2.63,1.05,3.16,3.16,0,0,0,0,0,0.53,0.53,0,0,0,0,0,3.16,2.11,1.05,2.11,0,1.58,3.16,50,1.58,15.3,6.32,41.4,6.84,5.79,2.63,0.53,0,0,0.53,2.63,5.79,1.05,0,74.7,1.05,12.1,38.9,29.5,2.11,74.7,2.63,4.74,55.6,3.16,1.05,52.1,274.2,134.2,8.42,1.58,0.53,1.58,1.05,60,55.3,92.1,3.68,0,0,0,0,0,0.53,1.05,2.11,0,0,0,10.5,0.53,1.58,25
1106,Kenan Karaman,TUR,FWMF,Schalke 04,Bundesliga,28,1994,5,0,87,1,0,4,0,0,0,0,9,0,0,0,9,13,69.2,122,9,5,7,71.4,1,2,50,1,1,100,0,0,0,0,0,0,13,13,0,0,0,4,0,0,0,0,0,0,8,3,2,2,8,2,0,0,9,0,1,0,1,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,4,4,2,1,1,0,1,0,1,15,6,40,4,5,6,2,0,0,2,0,4,0,0,30,0,5,7,20,8,30,0,1,0,0,0,15,60,32,3,0,1,4,2,28,17,60.7,2,0,0,0,2,0,2,0,4,0,0,0,5,3,3,50
1107,Yann Karamoh,FRA,MFFW,Torino,Serie A,24,1998,4,0,23,0.3,0,6.67,3.33,50,0,0,20.7,0,0,0,30,53.3,56.3,483.3,166.7,13.3,16.7,80,13.3,20,66.7,0,3.33,0,0,6.67,0,6.67,3.33,3.33,53.3,53.3,0,0,0,0,0,10,0,0,0,0,33.3,20,0,6.67,46.7,0,0,0,30,0,0,0,10,10,6.67,0,0,0,3.33,0,0,0,0,0,0,0,0,10,10,6.67,3.33,0,6.67,6.67,100,0,20,6.67,33.3,3.33,6.67,10,0,0,0,0,0,10,0,0,96.7,0,16.7,20,63.3,13.3,96.7,10,13.3,75,10,0,106.7,546.7,266.7,16.7,0,0,20,3.33,90,70,77.8,23.3,0,0,0,3.33,13.3,0,10,10,0,0,0,13.3,0,3.33,0
1108,Atakan Karazor,GER,MF,Stuttgart,Bundesliga,26,1996,9,4,386,4.3,0,0.47,0,0,0,0,16.5,0,0,0,32.3,37.9,85.3,607.7,146.7,14.4,15.3,93.9,13.3,16,82.6,4.19,5.58,75,0,1.16,1.86,0,0,2.09,37.9,36.7,1.16,0.7,0.23,3.95,0.93,0,0,0,0,0,26.3,5.81,5.81,5.12,29.5,1.86,0.23,0.23,32.3,0.23,1.16,0.93,0.47,1.4,1.16,0,0.23,0,0,0,0,0,0,0,0,0,0,4.65,3.26,1.86,2.56,0.23,0.7,2.56,27.3,1.86,24.4,8.6,35.2,7.44,14.4,2.56,1.86,0.47,0,1.4,3.95,8.6,3.49,0,54.4,6.28,17.9,30.5,7.67,0.47,53.5,0.47,0.93,50,0.47,0,28.4,99.1,41.6,1.16,0.7,0,0.93,1.16,30.2,28.1,93.1,0.47,1.16,0,0,2.09,1.4,0,0,3.26,0,0,0,10.5,1.63,1.86,46.7
1109,Jon Karrikaburu,ESP,FW,Real Sociedad,La Liga,20,2002,5,0,87,1,0,5,1,20,0,0,18.6,0,0,0,9,16,56.3,109,21,4,5,80,3,6,50,0,1,0,0,1,2,0,0,2,16,16,0,0,1,5,1,1,0,0,0,0,10,3,3,2,11,1,0,0,9,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,3,26,4,15.4,1,17,8,1,0,0,1,0,1,0,0,39,0,1,18,21,3,39,0,0,0,0,0,20,87,43,4,0,1,9,2,39,29,74.4,4,1,0,0,3,4,3,1,0,0,0,0,5,4,1,80
1110,Rick Karsdorp,NED,DF,Roma,Serie A,27,1995,6,5,369,4.1,0,0.24,0,0,0,0,15.8,0,0,0,32,40.7,78.4,630.5,234.1,12,13.4,89.1,13.7,16.6,82.4,5.61,9.51,59,0,0.73,1.22,0.73,0.49,2.2,40.7,32.9,7.8,0.24,0.24,3.66,1.46,1.95,0,0,0,0,22.4,12,6.34,0.73,31.5,0.49,7.56,0.24,32,0.24,0.73,0.49,1.22,1.71,1.22,0.49,0,0,0,0,0,0,0,0,0,0,0,1.95,0.98,0.98,0.73,0.24,1.22,1.95,62.5,0.73,8.29,1.95,23.5,4.15,3.17,0.98,0.73,0,0,0.73,0.98,2.93,3.17,0.24,50,5.85,21.2,18.8,11.7,0.73,42.2,0.24,0.73,33.3,0.24,0,25.1,104.4,39,0.98,0.49,0.24,1.71,0.49,32,29,90.8,1.46,0,0,0,0.49,0,0.24,1.95,0.98,0,0,0,5.61,0.98,0.73,57.1
1111,Denso Kasius,NED,DF,Bologna,Serie A,20,2002,6,4,336,3.7,0,1.08,0,0,0,0,22.6,0,0,0,37.8,50.5,74.9,780.8,293,14.9,16.8,88.7,15.9,20.5,77.6,6.76,11.6,58.1,0.54,1.89,2.16,2.7,1.35,4.05,50.5,41.4,9.19,0,0,6.22,2.7,1.89,0,0,0,0,26.8,9.73,14.1,9.73,29.2,2.16,9.19,0,37.8,0.27,1.35,0.81,1.35,3.24,3.24,0,0,0,0,0,0.54,0.54,0,0,0,0,0,3.24,1.62,1.89,1.08,0.27,1.62,2.43,66.7,0.81,11.4,4.05,35.7,4.32,4.05,2.97,3.51,0.81,0,2.7,1.35,4.59,0.81,0,64.6,2.16,21.1,29.5,19.7,0.81,55.7,1.08,2.43,44.4,1.08,0,39.2,238.6,131.6,5.41,1.62,0.54,1.89,1.08,42.4,38.4,90.4,2.43,0.27,0,0,0.54,0.27,0,1.89,1.62,0,0,0,7.84,0.27,0.54,33.3
1112,Thomas Kastanaras,GRE,MF,Stuttgart,Bundesliga,19,2003,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,10,10,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,100,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
1113,Grigoris Kastanos,CYP,MF,Salernitana,Serie A,24,1998,7,2,242,2.7,0,2.96,1.11,37.5,0,0,23.3,0,0,0,27.8,38.5,72.1,503.7,129.3,13,15.2,85.4,10.4,14.1,73.7,4.07,7.78,52.4,0,1.48,2.59,1.11,0,3.33,38.5,37.4,1.11,1.11,0,7.41,2.22,1.11,0,0,0,0,30.4,2.22,5.93,26.7,9.26,0.74,0,0.37,27.8,1.11,1.11,2.59,1.11,2.96,2.22,0.37,0,0,0,0.37,0,0,0,0,0,0,0,3.33,2.22,0.74,1.48,1.11,0.37,2.59,14.3,2.22,15.2,4.07,26.8,4.07,7.78,3.33,1.48,0,0,1.48,0.37,3.7,0,0,51.5,0.37,7.78,28.9,19.6,2.59,50.4,0.74,1.11,66.7,0.74,0,38.1,210,125.6,7.41,2.59,0.37,1.48,1.11,45.6,37,81.3,7.78,0.74,0,0,2.96,4.07,0,1.11,2.22,0,0,0,5.93,1.48,0.37,80
1114,Silas Katompa,COD,FWDF,Stuttgart,Bundesliga,24,1998,11,11,883,9.8,0.31,1.84,0.71,38.9,0.11,0.29,16.6,0,0.1,0.1,12.6,17.2,72.8,215.7,59.3,6.12,7.96,76.9,5,6.33,79,1.22,1.84,66.7,0.2,0.82,0.71,0.82,0.2,1.63,17.2,16.1,1.12,0,0.1,3.06,0.2,1.43,0,0,0,0,11.9,3.06,2.24,1.53,13.9,0.31,0.82,0,12.6,0,0.41,0.61,0.92,2.55,1.12,0,0.71,0.41,0.31,0,0.41,0.2,0,0.1,0,0.1,0,1.12,1.02,0.31,0.61,0.2,0.41,0.71,57.1,0.31,9.18,3.06,33.3,1.94,3.16,4.08,0.61,0.1,0,0.51,0.41,1.53,0,0,28.6,0.31,3.88,11.9,16.8,4.49,27.4,2.65,4.9,54.2,2.76,0.2,24.6,168.2,95.3,3.98,1.73,1.33,2.24,2.04,30.6,19.7,64.3,6.33,0.1,0,0,1.43,1.02,0.92,1.43,1.02,0.1,0,0,4.9,0.82,1.53,34.8
1115,Moise Kean,ITA,FW,Juventus,Serie A,22,2000,10,4,331,3.7,0.27,3.24,0.81,25,0.08,0.33,12.8,0,0,0,15.9,20.8,76.6,219.7,71.9,8.65,9.73,88.9,5.68,8.38,67.7,0.54,0.81,66.7,0,0.54,0.81,1.08,0.27,1.62,20.8,20.8,0,0,0,5.41,0.54,1.08,0,0,0,0,15.7,2.7,2.43,2.43,15.9,0.81,0,0.81,15.9,0.54,0.54,0.54,0.54,2.43,1.89,0,0,0.54,0,0,0,0,0,0,0,0,0,1.35,0.54,0.54,0.81,0,0.54,1.35,40,0.81,11.6,3.78,32.6,2.7,5.95,2.97,0.27,0,0,0.27,0.54,1.89,0.27,0,36.5,0.54,4.05,17.3,17.8,5.95,36.5,0.27,1.62,16.7,0.27,0,27.6,164.9,95.1,5.14,1.35,1.89,4.05,2.16,37.8,29.2,77.1,7.3,0.54,0,0,1.89,2.16,1.08,1.08,0.54,0,0,0,3.24,1.35,1.08,55.6
1116,Michael Keane,ENG,DF,Everton,Premier League,29,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,6.67,10,66.7,76.7,30,6.67,6.67,100,0,0,0,0,0,0,0,0,3.33,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,3.33,6.67,0,0,0,6.67,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6.67,0,3.33,0,0,0,0,3.33,3.33,13.3,0,33.3,13.3,20,3.33,10,0,33.3,0,0,0,0,0,10,46.7,30,3.33,0,0,3.33,0,13.3,13.3,100,3.33,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0
